,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.43103448275862066,0.8333333333333334,0.5681818181818181,60.0,P4_1
Human-RCT-drug-intervention,0.3673469387755102,0.782608695652174,0.5,23.0,P4_1
Human-RCT-non-drug-intervention,0.6444444444444445,0.7631578947368421,0.6987951807228916,38.0,P4_1
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P4_1
Human-case-report,0.21357285429141717,0.9304347826086956,0.3474025974025974,115.0,P4_1
Human-non-RCT-drug-intervention,0.671875,0.3333333333333333,0.44559585492227977,129.0,P4_1
Human-non-RCT-non-drug-intervention,0.1643835616438356,0.5384615384615384,0.2518740629685157,156.0,P4_1
Animal-systematic-review,0.0,0.0,0.0,0.0,P4_1
Animal-drug-intervention,0.6826923076923077,0.7319587628865979,0.7064676616915424,97.0,P4_1
Animal-non-drug-intervention,0.2608695652173913,0.6666666666666666,0.37500000000000006,27.0,P4_1
Animal-other,0.45263157894736844,0.4095238095238095,0.43000000000000005,105.0,P4_1
Non-systematic-review,0.625,0.14018691588785046,0.22900763358778625,321.0,P4_1
In-vitro-study,0.7777777777777778,0.25925925925925924,0.3888888888888889,54.0,P4_1
Clinical-study-protocol,0.5,0.625,0.5555555555555556,8.0,P4_1
Remaining,0.6295180722891566,0.24358974358974358,0.35126050420168065,858.0,P4_1
micro avg,0.3702213279678068,0.36892230576441104,0.36957067537032384,1995.0,P4_1
macro avg,0.42807643892252206,0.48383431572932306,0.3898686505415704,1995.0,P4_1
weighted avg,0.55299197003849,0.36892230576441104,0.3674237666080129,1995.0,P4_1
