,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.625,0.75,0.6818181818181818,60.0,P3_4
Human-RCT-drug-intervention,0.43902439024390244,0.782608695652174,0.5625,23.0,P3_4
Human-RCT-non-drug-intervention,0.6923076923076923,0.7105263157894737,0.7012987012987013,38.0,P3_4
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P3_4
Human-case-report,0.20702402957486138,0.9739130434782609,0.3414634146341463,115.0,P3_4
Human-non-RCT-drug-intervention,0.6164383561643836,0.3488372093023256,0.44554455445544555,129.0,P3_4
Human-non-RCT-non-drug-intervention,0.16812227074235808,0.4935897435897436,0.250814332247557,156.0,P3_4
Animal-systematic-review,0.0,0.0,0.0,0.0,P3_4
Animal-drug-intervention,0.6979166666666666,0.6907216494845361,0.6943005181347149,97.0,P3_4
Animal-non-drug-intervention,0.2463768115942029,0.6296296296296297,0.35416666666666674,27.0,P3_4
Animal-other,0.42748091603053434,0.5333333333333333,0.4745762711864407,105.0,P3_4
Non-systematic-review,0.0,0.0,0.0,321.0,P3_4
In-vitro-study,0.6,0.2222222222222222,0.32432432432432434,54.0,P3_4
Clinical-study-protocol,0.4166666666666667,0.625,0.5,8.0,P3_4
Remaining,0.783068783068783,0.17249417249417248,0.2827125119388729,858.0,P3_4
micro avg,0.3608720596672404,0.31528822055137845,0.33654360620652757,1995.0,P3_4
macro avg,0.3946284388706701,0.4621917343317248,0.3742346317803367,1995.0,P3_4
weighted avg,0.516442393400847,0.31528822055137845,0.30435464916664157,1995.0,P3_4
