,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.4188034188034188,0.8166666666666667,0.5536723163841808,60.0,P4_2
Human-RCT-drug-intervention,0.3333333333333333,0.6521739130434783,0.44117647058823534,23.0,P4_2
Human-RCT-non-drug-intervention,0.5961538461538461,0.8157894736842105,0.6888888888888889,38.0,P4_2
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P4_2
Human-case-report,0.2222222222222222,0.9391304347826087,0.35940099833610645,115.0,P4_2
Human-non-RCT-drug-intervention,0.6166666666666667,0.2868217054263566,0.3915343915343915,129.0,P4_2
Human-non-RCT-non-drug-intervention,0.1624548736462094,0.5769230769230769,0.2535211267605634,156.0,P4_2
Animal-systematic-review,0.0,0.0,0.0,0.0,P4_2
Animal-drug-intervention,0.6808510638297872,0.6597938144329897,0.6701570680628272,97.0,P4_2
Animal-non-drug-intervention,0.21794871794871795,0.6296296296296297,0.32380952380952377,27.0,P4_2
Animal-other,0.47191011235955055,0.4,0.43298969072164956,105.0,P4_2
Non-systematic-review,0.5348837209302325,0.07165109034267912,0.12637362637362637,321.0,P4_2
In-vitro-study,0.7333333333333333,0.2037037037037037,0.3188405797101449,54.0,P4_2
Clinical-study-protocol,0.5,0.5,0.5,8.0,P4_2
Remaining,0.6396103896103896,0.2296037296037296,0.33790737564322476,858.0,P4_2
micro avg,0.35263967196309587,0.3448621553884712,0.3487075519513432,1995.0,P4_2
macro avg,0.40854477992251387,0.45212581588260864,0.35988480378755744,1995.0,P4_2
weighted avg,0.5370718560758189,0.3448621553884712,0.3367686148463599,1995.0,P4_2
