,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.5925925925925926,0.8,0.6808510638297872,60.0,P3_2
Human-RCT-drug-intervention,0.3902439024390244,0.6956521739130435,0.5000000000000001,23.0,P3_2
Human-RCT-non-drug-intervention,0.6744186046511628,0.7631578947368421,0.7160493827160495,38.0,P3_2
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P3_2
Human-case-report,0.21523809523809523,0.9826086956521739,0.353125,115.0,P3_2
Human-non-RCT-drug-intervention,0.5405405405405406,0.31007751937984496,0.3940886699507389,129.0,P3_2
Human-non-RCT-non-drug-intervention,0.1799163179916318,0.5512820512820513,0.27129337539432175,156.0,P3_2
Animal-systematic-review,0.0,0.0,0.0,0.0,P3_2
Animal-drug-intervention,0.6808510638297872,0.6597938144329897,0.6701570680628272,97.0,P3_2
Animal-non-drug-intervention,0.19736842105263158,0.5555555555555556,0.2912621359223301,27.0,P3_2
Animal-other,0.44144144144144143,0.4666666666666667,0.45370370370370366,105.0,P3_2
Non-systematic-review,0.0,0.0,0.0,321.0,P3_2
In-vitro-study,0.5384615384615384,0.25925925925925924,0.35000000000000003,54.0,P3_2
Clinical-study-protocol,0.24,0.75,0.36363636363636365,8.0,P3_2
Remaining,0.7352941176470589,0.17482517482517482,0.2824858757062147,858.0,P3_2
micro avg,0.35373385738349244,0.3157894736842105,0.3336864406779661,1995.0,P3_2
macro avg,0.36175777572570034,0.46459192038024016,0.3551101759281557,1995.0,P3_2
weighted avg,0.48737356215867866,0.3157894736842105,0.2997592455057974,1995.0,P3_2
