,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.6986301369863014,0.85,0.7669172932330827,60.0,P5
Human-RCT-drug-intervention,0.5714285714285714,0.6956521739130435,0.6274509803921569,23.0,P5
Human-RCT-non-drug-intervention,0.6756756756756757,0.6578947368421053,0.6666666666666667,38.0,P5
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P5
Human-case-report,0.33647798742138363,0.9304347826086956,0.4942263279445727,115.0,P5
Human-non-RCT-drug-intervention,0.632183908045977,0.4263565891472868,0.5092592592592593,129.0,P5
Human-non-RCT-non-drug-intervention,0.18664383561643835,0.6987179487179487,0.2945945945945946,156.0,P5
Animal-systematic-review,0.0,0.0,0.0,0.0,P5
Animal-drug-intervention,0.6875,0.7938144329896907,0.7368421052631579,97.0,P5
Animal-non-drug-intervention,0.42424242424242425,0.5185185185185185,0.4666666666666667,27.0,P5
Animal-other,0.4906832298136646,0.7523809523809524,0.5939849624060151,105.0,P5
Non-systematic-review,0.5856164383561644,0.5327102803738317,0.5579119086460033,321.0,P5
In-vitro-study,0.5384615384615384,0.25925925925925924,0.35000000000000003,54.0,P5
Clinical-study-protocol,0.6,0.375,0.4615384615384615,8.0,P5
Remaining,0.759493670886076,0.2097902097902098,0.32876712328767127,858.0,P5
micro avg,0.4514028056112224,0.45162907268170427,0.45151591079929837,1995.0,P5
macro avg,0.47913582779561437,0.5133686589694361,0.4569884233265539,1995.0,P5
weighted avg,0.6181797624459904,0.45162907268170427,0.443345012432491,1995.0,P5
Human-systematic-review,0.5376344086021505,0.8333333333333334,0.6535947712418301,60.0,P6
Human-RCT-drug-intervention,0.4523809523809524,0.8260869565217391,0.5846153846153845,23.0,P6
Human-RCT-non-drug-intervention,0.6388888888888888,0.6052631578947368,0.6216216216216216,38.0,P6
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P6
Human-case-report,0.3128834355828221,0.8869565217391304,0.46258503401360546,115.0,P6
Human-non-RCT-drug-intervention,0.6022727272727273,0.4108527131782946,0.48847926267281105,129.0,P6
Human-non-RCT-non-drug-intervention,0.23140495867768596,0.5384615384615384,0.3236994219653179,156.0,P6
Animal-systematic-review,0.0,0.0,0.0,0.0,P6
Animal-drug-intervention,0.5785714285714286,0.8350515463917526,0.6835443037974684,97.0,P6
Animal-non-drug-intervention,0.5833333333333334,0.5185185185185185,0.5490196078431373,27.0,P6
Animal-other,0.5102040816326531,0.47619047619047616,0.4926108374384236,105.0,P6
Non-systematic-review,0.6218487394957983,0.23052959501557632,0.33636363636363636,321.0,P6
In-vitro-study,0.46153846153846156,0.2222222222222222,0.3,54.0,P6
Clinical-study-protocol,1.0,0.375,0.5454545454545454,8.0,P6
Remaining,0.6899841017488076,0.5058275058275058,0.5837256220578345,858.0,P6
micro avg,0.500501002004008,0.5007518796992482,0.5006264094211977,1995.0,P6
macro avg,0.48139636784838064,0.48428627235298827,0.4416876032723744,1995.0,P6
weighted avg,0.5848121771464442,0.5007518796992482,0.5038677130518152,1995.0,P6
