,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.5949367088607594,0.7833333333333333,0.6762589928057553,60.0,P11_2
Human-RCT-drug-intervention,0.37777777777777777,0.7391304347826086,0.5,23.0,P11_2
Human-RCT-non-drug-intervention,0.6341463414634146,0.6842105263157895,0.6582278481012659,38.0,P11_2
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P11_2
Human-case-report,0.19618055555555555,0.9826086956521739,0.3270622286541245,115.0,P11_2
Human-non-RCT-drug-intervention,0.6197183098591549,0.34108527131782945,0.43999999999999995,129.0,P11_2
Human-non-RCT-non-drug-intervention,0.17772511848341233,0.4807692307692308,0.25951557093425603,156.0,P11_2
Animal-systematic-review,0.0,0.0,0.0,0.0,P11_2
Animal-drug-intervention,0.6481481481481481,0.7216494845360825,0.6829268292682927,97.0,P11_2
Animal-non-drug-intervention,0.25,0.5555555555555556,0.3448275862068966,27.0,P11_2
Animal-other,0.42857142857142855,0.5142857142857142,0.4675324675324675,105.0,P11_2
Non-systematic-review,0.5757575757575758,0.059190031152647975,0.10734463276836158,321.0,P11_2
In-vitro-study,0.6086956521739131,0.25925925925925924,0.36363636363636365,54.0,P11_2
Clinical-study-protocol,0.2631578947368421,0.625,0.37037037037037035,8.0,P11_2
Remaining,0.7395833333333334,0.1655011655011655,0.2704761904761905,858.0,P11_2
micro avg,0.3567056204785754,0.3213032581453634,0.33808016877637126,1995.0,P11_2
macro avg,0.4076265896480877,0.4607719134974261,0.3645452720502896,1995.0,P11_2
weighted avg,0.5853073069193557,0.3213032581453634,0.313641836922919,1995.0,P11_2
