,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.3858267716535433,0.8166666666666667,0.5240641711229946,60.0,P11_5
Human-RCT-drug-intervention,0.3829787234042553,0.782608695652174,0.5142857142857143,23.0,P11_5
Human-RCT-non-drug-intervention,0.625,0.7894736842105263,0.6976744186046512,38.0,P11_5
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P11_5
Human-case-report,0.20761904761904762,0.9478260869565217,0.340625,115.0,P11_5
Human-non-RCT-drug-intervention,0.6,0.27906976744186046,0.380952380952381,129.0,P11_5
Human-non-RCT-non-drug-intervention,0.16574585635359115,0.5769230769230769,0.2575107296137339,156.0,P11_5
Animal-systematic-review,0.0,0.0,0.0,0.0,P11_5
Animal-drug-intervention,0.68,0.7010309278350515,0.6903553299492386,97.0,P11_5
Animal-non-drug-intervention,0.22666666666666666,0.6296296296296297,0.3333333333333333,27.0,P11_5
Animal-other,0.42045454545454547,0.3523809523809524,0.383419689119171,105.0,P11_5
Non-systematic-review,0.6666666666666666,0.14330218068535824,0.2358974358974359,321.0,P11_5
In-vitro-study,0.631578947368421,0.2222222222222222,0.3287671232876712,54.0,P11_5
Clinical-study-protocol,0.45454545454545453,0.625,0.5263157894736842,8.0,P11_5
Remaining,0.63003663003663,0.20046620046620048,0.3041556145004421,858.0,P11_5
micro avg,0.34675390035228987,0.34536340852130326,0.3460572576594676,1995.0,P11_5
macro avg,0.4051412873179215,0.47110667273801604,0.3678237820093635,1995.0,P11_5
weighted avg,0.5470583677409901,0.34536340852130326,0.33741680955684034,1995.0,P11_5
