,precision,recall,f1-score,support,Prompt ID
Human-systematic-review,0.5662650602409639,0.7833333333333333,0.6573426573426574,60.0,P11_1
Human-RCT-drug-intervention,0.32653061224489793,0.6956521739130435,0.4444444444444445,23.0,P11_1
Human-RCT-non-drug-intervention,0.6511627906976745,0.7368421052631579,0.6913580246913581,38.0,P11_1
Human-RCT-non-intervention,0.0,0.0,0.0,4.0,P11_1
Human-case-report,0.2173076923076923,0.9826086956521739,0.35590551181102364,115.0,P11_1
Human-non-RCT-drug-intervention,0.5833333333333334,0.32558139534883723,0.41791044776119407,129.0,P11_1
Human-non-RCT-non-drug-intervention,0.17418032786885246,0.5448717948717948,0.2639751552795031,156.0,P11_1
Animal-systematic-review,0.0,0.0,0.0,0.0,P11_1
Animal-drug-intervention,0.660377358490566,0.7216494845360825,0.689655172413793,97.0,P11_1
Animal-non-drug-intervention,0.25675675675675674,0.7037037037037037,0.37623762376237624,27.0,P11_1
Animal-other,0.4444444444444444,0.41904761904761906,0.4313725490196078,105.0,P11_1
Non-systematic-review,0.0,0.0,0.0,321.0,P11_1
In-vitro-study,0.6153846153846154,0.2962962962962963,0.4,54.0,P11_1
Clinical-study-protocol,0.28,0.875,0.42424242424242425,8.0,P11_1
Remaining,0.7222222222222222,0.16666666666666666,0.2708333333333333,858.0,P11_1
micro avg,0.35254616675993283,0.3157894736842105,0.3331570597567424,1995.0,P11_1
macro avg,0.3665310142661346,0.4834168845755139,0.3615518229401144,1995.0,P11_1
weighted avg,0.4844290467547106,0.3157894736842105,0.2965775022811217,1995.0,P11_1
