2024-06-12 14:31:10,717 - INFO - Evaluating bert-base
2024-06-12 14:31:13,794 - INFO - Evaluating PubMedBERT
2024-06-12 14:31:14,805 - INFO - Evaluating BiomedBERT
2024-06-12 14:31:15,795 - INFO - Evaluating Scibert
2024-06-12 14:31:16,802 - INFO - Evaluating biobert
2024-06-12 14:31:17,769 - INFO - Evaluating BioLinkBERT
2024-06-12 14:31:18,687 - INFO - Evaluating Bio_ClinicalBERT
2024-06-12 14:55:42,721 - INFO - Evaluating bert-base
2024-06-12 14:58:19,476 - INFO - Evaluating bert-base
2024-06-12 15:02:17,217 - INFO - Evaluating bert-base
2024-06-19 14:38:15,379 - INFO - Evaluating bert-base
2024-06-19 15:20:50,346 - INFO - Evaluating bert-base
2024-06-19 15:20:52,532 - INFO - Evaluating PubMedBERT
2024-06-19 15:20:54,127 - INFO - Evaluating BiomedBERT
2024-06-19 15:20:55,791 - INFO - Evaluating Scibert
2024-06-19 15:20:57,450 - INFO - Evaluating biobert
2024-06-19 15:20:59,139 - INFO - Evaluating BioLinkBERT
2024-06-19 15:21:00,829 - INFO - Evaluating Bio_ClinicalBERT
2024-06-19 15:48:45,023 - INFO - Evaluating BiomedBERT
2024-06-19 15:48:47,166 - INFO - Evaluating Scibert
2024-06-19 15:48:48,603 - INFO - Evaluating BioLinkBERT
2024-06-19 16:37:02,751 - INFO - Evaluating BiomedBERT
2024-06-19 16:37:04,922 - INFO - Evaluating Scibert
2024-06-19 16:37:06,357 - INFO - Evaluating BioLinkBERT
2024-06-19 16:37:13,315 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.732296  -2.5506725], Probabilities: [0.99494827 0.00505169]
2024-06-19 16:37:13,316 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.404299 -2.428729], Probabilities: [0.99210054 0.00789948]
2024-06-19 16:37:13,316 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.2098188 -2.8169208], Probabilities: [0.99348253 0.00651741]
2024-06-19 16:37:13,316 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.6267    -2.5268312], Probabilities: [0.9942543  0.00574576]
2024-06-19 16:37:13,317 - INFO - Model: BiomedBERT, True Label: 1, Prediction: 1, Logits: [-1.1763341  1.2717398], Probabilities: [0.07957952 0.92042047]
2024-06-19 16:37:13,317 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.6209633 -2.7090542], Probabilities: [0.9951794  0.00482063]
2024-06-19 16:37:13,317 - INFO - Model: BiomedBERT, True Label: 1, Prediction: 1, Logits: [-1.5436568  1.6432185], Probabilities: [0.03966263 0.96033734]
2024-06-19 16:37:13,318 - INFO - Model: BiomedBERT, True Label: 1, Prediction: 1, Logits: [-1.2357477  1.0590093], Probabilities: [0.09155813 0.9084419 ]
2024-06-19 16:37:17,144 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.589714  -2.5558772], Probabilities: [0.9942087  0.00579129]
2024-06-19 16:37:17,145 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.6412518 -2.9196887], Probabilities: [0.9961695  0.00383043]
2024-06-19 16:37:17,145 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 1.5204575 -2.1770065], Probabilities: [0.97581315 0.0241868 ]
2024-06-19 16:37:17,145 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.3555746 -2.254826 ], Probabilities: [0.9901502  0.00984985]
2024-06-19 16:37:17,145 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.1613717 -2.1693525], Probabilities: [0.9870129  0.01298713]
2024-06-19 16:37:17,146 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.361987 -2.640773], Probabilities: [0.9933255  0.00667453]
2024-06-19 16:37:17,146 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.390399  -2.5545902], Probabilities: [0.99293137 0.00706867]
2024-06-19 16:37:17,146 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.3384693 -2.2318819], Probabilities: [0.9897518  0.01024821]
2024-06-19 16:37:21,220 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.4216533 -2.6810563], Probabilities: [0.99395645 0.0060435 ]
2024-06-19 16:37:21,221 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.6963782 -3.0582986], Probabilities: [0.996842   0.00315793]
2024-06-19 16:37:21,221 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 1.7958872 -2.428022 ], Probabilities: [0.98557    0.01443002]
2024-06-19 16:37:21,221 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.3033628 -2.630281 ], Probabilities: [0.99285126 0.00714875]
2024-06-19 16:37:21,221 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.255007  -2.4366288], Probabilities: [0.9909116  0.00908831]
2024-06-19 16:37:21,222 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.483591 -2.744576], Probabilities: [0.99466527 0.00533473]
2024-06-19 16:37:21,222 - INFO - Model: BiomedBERT, True Label: 1, Prediction: 1, Logits: [-1.593022   1.5419164], Probabilities: [0.04168887 0.95831114]
2024-06-19 16:37:21,222 - INFO - Model: BiomedBERT, True Label: 1, Prediction: 1, Logits: [-1.6033142  1.4851704], Probabilities: [0.04358476 0.95641524]
2024-06-19 16:37:25,124 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.193904  -2.6488695], Probabilities: [0.9921766  0.00782347]
2024-06-19 16:37:25,125 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.532001  -2.6169887], Probabilities: [0.99422824 0.00577176]
2024-06-19 16:37:25,125 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.186318 -2.22652 ], Probabilities: [0.9880244  0.01197558]
2024-06-19 16:37:25,125 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.0171018 -2.3435574], Probabilities: [0.98739105 0.01260895]
2024-06-19 16:37:25,126 - INFO - Model: BiomedBERT, True Label: 0, Prediction: 0, Logits: [ 2.1606047 -2.1855145], Probabilities: [0.9872088  0.01279127]
